transfer_id,transfer_date,day_of_week,hour,sender_id,sender_tenure_days,sender_lifetime_transfers,channel,receiver_type,receiver_id,amount_bucket,new_user_activated_30d
T001679,2025-05-20,Tuesday,19,S00176,638,84,by_qr,paynet_user,R01217,medium,
T001680,2025-07-31,Thursday,19,S00176,638,84,by_card,paynet_user,R00556,small,
T001681,2025-07-25,Friday,8,S00176,638,84,by_card,external_card,,large,
T001682,2025-09-19,Friday,15,S00176,638,84,by_phone,paynet_user,R01655,medium,
T001683,2025-04-11,Friday,19,S00176,638,84,by_card,paynet_user,R00831,large,
T001684,2025-08-12,Tuesday,15,S00176,638,84,by_card,external_card,,small,
T001685,2025-07-31,Thursday,15,S00176,638,84,by_card,paynet_user,R00685,small,
T001686,2025-06-05,Thursday,20,S00176,638,84,by_card,paynet_user,R01091,large,
T001687,2025-08-19,Tuesday,13,S00176,638,84,by_card,paynet_user,R01047,small,
T001688,2025-06-15,Sunday,20,S00176,638,84,by_card,external_card,,medium,
T001689,2025-04-15,Tuesday,15,S00176,638,84,by_phone,paynet_user,R01241,medium,
T001690,2025-08-06,Wednesday,17,S00176,638,84,by_phone,external_card,,small,
T001691,2025-06-24,Tuesday,20,S00176,638,84,by_card,paynet_user,R00114,medium,
T001692,2025-04-22,Tuesday,22,S00176,638,84,by_card,external_card,,medium,
T001693,2025-04-23,Wednesday,8,S00176,638,84,by_card,external_card,,small,
T001694,2025-06-06,Friday,21,S00176,638,84,by_qr,paynet_user,R01192,small,
T001695,2025-05-19,Monday,15,S00176,638,84,by_card,external_card,,large,
T001696,2025-04-25,Friday,12,S00176,638,84,by_phone,new_registration,R02325,small,0.0
T001697,2025-08-15,Friday,15,S00177,3,1,by_card,external_card,,medium,
T001698,2025-08-19,Tuesday,16,S00177,3,1,by_card,paynet_user,R01085,medium,
T001699,2025-09-01,Monday,17,S00177,3,1,by_card,paynet_user,R01186,large,
T001700,2025-09-06,Saturday,19,S00178,408,44,by_card,external_card,,small,
T001701,2025-07-01,Tuesday,20,S00178,408,44,by_qr,paynet_user,R00354,small,
T001702,2025-08-26,Tuesday,2,S00178,408,44,by_card,paynet_user,R00910,medium,
T001703,2025-09-19,Friday,9,S00178,408,44,by_card,paynet_user,R00513,medium,
T001704,2025-04-30,Wednesday,11,S00178,408,44,by_card,external_card,,medium,
T001705,2025-08-22,Friday,7,S00178,408,44,by_card,external_card,,small,
T001706,2025-09-23,Tuesday,18,S00178,408,44,by_card,external_card,,medium,
T001707,2025-07-14,Monday,13,S00178,408,44,by_card,paynet_user,R00419,small,
T001708,2025-09-29,Monday,16,S00178,408,44,by_card,external_card,,medium,
T001709,2025-09-15,Monday,15,S00178,408,44,by_card,new_registration,R03938,large,0.0
T001710,2025-06-02,Monday,20,S00178,408,44,by_card,external_card,,small,
T001711,2025-07-07,Monday,6,S00178,408,44,by_card,paynet_user,R00810,small,
T001712,2025-05-01,Thursday,14,S00178,408,44,by_card,paynet_user,R01469,medium,
T001713,2025-07-27,Sunday,19,S00178,408,44,by_card,paynet_user,R00972,small,
T001714,2025-06-07,Saturday,11,S00178,408,44,by_card,paynet_user,R00850,small,
T001715,2025-04-07,Monday,19,S00179,21,1,by_card,external_card,,small,
T001716,2025-05-24,Saturday,14,S00180,221,10,by_card,external_card,,medium,
T001717,2025-07-13,Sunday,19,S00180,221,10,by_card,external_card,,large,
T001718,2025-07-29,Tuesday,0,S00180,221,10,by_card,external_card,,small,
T001719,2025-06-12,Thursday,19,S00180,221,10,by_card,external_card,,small,
T001720,2025-05-14,Wednesday,17,S00180,221,10,by_card,external_card,,small,
T001721,2025-06-12,Thursday,12,S00180,221,10,by_card,external_card,,small,
T001722,2025-05-27,Tuesday,17,S00180,221,10,by_card,paynet_user,R01442,small,
T001723,2025-08-27,Wednesday,14,S00181,474,58,by_card,paynet_user,R01395,small,
T001724,2025-08-17,Sunday,8,S00181,474,58,by_card,paynet_user,R00302,medium,
T001725,2025-08-17,Sunday,6,S00181,474,58,by_card,paynet_user,R01994,medium,
T001726,2025-04-13,Sunday,18,S00181,474,58,by_card,external_card,,medium,
T001727,2025-07-19,Saturday,7,S00181,474,58,by_card,external_card,,small,
T001728,2025-09-14,Sunday,19,S00181,474,58,by_card,external_card,,small,
T001729,2025-07-26,Saturday,13,S00181,474,58,by_card,external_card,,small,
T001730,2025-09-23,Tuesday,13,S00181,474,58,by_card,external_card,,medium,
T001731,2025-04-18,Friday,15,S00181,474,58,by_card,external_card,,small,
T001732,2025-06-21,Saturday,7,S00181,474,58,by_card,external_card,,small,
T001733,2025-06-09,Monday,22,S00181,474,58,by_card,external_card,,medium,
T001734,2025-04-14,Monday,9,S00181,474,58,by_phone,paynet_user,R00446,large,
T001735,2025-08-26,Tuesday,8,S00181,474,58,by_card,paynet_user,R01035,medium,
T001736,2025-08-14,Thursday,16,S00181,474,58,by_card,external_card,,small,
T001737,2025-07-09,Wednesday,18,S00181,474,58,by_card,new_registration,R04178,large,0.0
T001738,2025-05-23,Friday,9,S00181,474,58,by_card,external_card,,small,
T001739,2025-07-08,Tuesday,14,S00181,474,58,by_card,new_registration,R02665,small,0.0
T001740,2025-04-05,Saturday,15,S00181,474,58,by_card,external_card,,small,
T001741,2025-04-06,Sunday,17,S00181,474,58,by_card,external_card,,small,
T001742,2025-08-29,Friday,15,S00181,474,58,by_card,external_card,,small,
T001743,2025-05-04,Sunday,9,S00181,474,58,by_card,external_card,,large,
T001744,2025-07-03,Thursday,17,S00181,474,58,by_card,new_registration,R02079,medium,0.0
T001745,2025-07-24,Thursday,21,S00181,474,58,by_card,paynet_user,R01945,medium,
T001746,2025-05-27,Tuesday,9,S00181,474,58,by_card,external_card,,medium,
T001747,2025-05-12,Monday,10,S00181,474,58,by_card,external_card,,medium,
T001748,2025-09-18,Thursday,18,S00181,474,58,by_card,external_card,,small,
T001749,2025-06-29,Sunday,21,S00181,474,58,by_card,external_card,,large,
T001750,2025-05-17,Saturday,13,S00181,474,58,by_phone,paynet_user,R00638,small,
T001751,2025-05-22,Thursday,16,S00181,474,58,by_card,external_card,,small,
T001752,2025-07-17,Thursday,20,S00181,474,58,by_card,paynet_user,R01829,small,
T001753,2025-05-17,Saturday,13,S00181,474,58,by_card,external_card,,small,
T001754,2025-05-13,Tuesday,12,S00181,474,58,by_card,paynet_user,R01340,medium,
T001755,2025-04-08,Tuesday,20,S00181,474,58,by_card,new_registration,R02125,small,0.0
T001756,2025-05-27,Tuesday,15,S00181,474,58,by_card,paynet_user,R01306,small,
T001757,2025-05-18,Sunday,11,S00181,474,58,by_phone,paynet_user,R00892,small,
T001758,2025-07-28,Monday,19,S00181,474,58,by_card,external_card,,small,
T001759,2025-05-06,Tuesday,21,S00181,474,58,by_phone,paynet_user,R01678,medium,
T001760,2025-08-14,Thursday,12,S00181,474,58,by_card,external_card,,large,
T001761,2025-08-01,Friday,14,S00181,474,58,by_card,external_card,,small,
T001762,2025-08-17,Sunday,11,S00181,474,58,by_card,paynet_user,R01585,medium,
T001763,2025-09-14,Sunday,9,S00182,92,9,by_card,external_card,,small,
T001764,2025-08-16,Saturday,9,S00182,92,9,by_card,external_card,,small,
T001765,2025-09-29,Monday,12,S00182,92,9,by_card,paynet_user,R00357,small,
T001766,2025-09-03,Wednesday,20,S00182,92,9,by_card,external_card,,small,
T001767,2025-06-07,Saturday,22,S00183,1,2,by_card,external_card,,medium,
T001768,2025-05-01,Thursday,14,S00183,1,2,by_card,external_card,,small,
T001769,2025-09-16,Tuesday,21,S00184,7,1,by_card,paynet_user,R01357,small,
T001770,2025-05-26,Monday,12,S00184,7,1,by_card,external_card,,small,
T001771,2025-09-25,Thursday,14,S00185,570,89,by_card,paynet_user,R00492,small,
T001772,2025-08-05,Tuesday,13,S00185,570,89,by_card,paynet_user,R00528,small,
T001773,2025-04-19,Saturday,6,S00185,570,89,by_card,external_card,,small,
T001774,2025-09-15,Monday,20,S00185,570,89,by_card,paynet_user,R00806,small,
T001775,2025-09-01,Monday,20,S00185,570,89,by_card,external_card,,small,
T001776,2025-04-10,Thursday,13,S00185,570,89,by_card,external_card,,medium,
T001777,2025-05-20,Tuesday,16,S00185,570,89,by_card,external_card,,small,
T001778,2025-04-26,Saturday,17,S00185,570,89,by_card,external_card,,large,
T001779,2025-09-27,Saturday,22,S00185,570,89,by_card,external_card,,medium,
T001780,2025-05-04,Sunday,11,S00185,570,89,by_card,paynet_user,R01814,small,
T001781,2025-07-06,Sunday,7,S00185,570,89,by_card,external_card,,large,
T001782,2025-05-19,Monday,14,S00185,570,89,by_card,external_card,,medium,
T001783,2025-06-19,Thursday,22,S00185,570,89,by_card,external_card,,small,
T001784,2025-05-29,Thursday,1,S00185,570,89,by_card,external_card,,medium,
T001785,2025-08-12,Tuesday,12,S00185,570,89,by_card,external_card,,small,
T001786,2025-07-24,Thursday,14,S00185,570,89,by_card,external_card,,small,
T001787,2025-08-16,Saturday,14,S00185,570,89,by_card,paynet_user,R00819,large,
T001788,2025-08-23,Saturday,18,S00185,570,89,by_phone,paynet_user,R01875,small,
T001789,2025-08-29,Friday,18,S00185,570,89,by_qr,new_registration,R03880,medium,0.0
T001790,2025-08-06,Wednesday,10,S00185,570,89,by_qr,paynet_user,R01884,small,
T001791,2025-05-06,Tuesday,20,S00185,570,89,by_card,external_card,,medium,
T001792,2025-08-11,Monday,8,S00185,570,89,by_card,paynet_user,R00694,small,
T001793,2025-08-28,Thursday,8,S00185,570,89,by_card,external_card,,small,
T001794,2025-08-09,Saturday,12,S00185,570,89,by_phone,new_registration,R04857,small,1.0
T001795,2025-08-14,Thursday,23,S00185,570,89,by_card,external_card,,medium,
T001796,2025-08-15,Friday,17,S00185,570,89,by_card,paynet_user,R01183,medium,
T001797,2025-04-14,Monday,13,S00185,570,89,by_card,external_card,,small,
T001798,2025-06-04,Wednesday,15,S00185,570,89,by_card,external_card,,small,
T001799,2025-09-18,Thursday,17,S00185,570,89,by_card,external_card,,small,
T001800,2025-05-24,Saturday,10,S00186,468,82,by_card,paynet_user,R01316,medium,
T001801,2025-05-09,Friday,19,S00186,468,82,by_card,external_card,,small,
T001802,2025-06-29,Sunday,13,S00186,468,82,by_card,external_card,,small,
T001803,2025-09-30,Tuesday,16,S00186,468,82,by_card,external_card,,small,
T001804,2025-07-02,Wednesday,14,S00186,468,82,by_card,external_card,,large,
T001805,2025-09-07,Sunday,15,S00186,468,82,by_card,external_card,,small,
T001806,2025-06-16,Monday,21,S00186,468,82,by_card,external_card,,small,
T001807,2025-07-08,Tuesday,15,S00186,468,82,by_phone,paynet_user,R01690,medium,
T001808,2025-04-12,Saturday,10,S00186,468,82,by_card,external_card,,small,
T001809,2025-06-24,Tuesday,21,S00186,468,82,by_card,paynet_user,R01947,small,
T001810,2025-08-15,Friday,14,S00186,468,82,by_card,external_card,,medium,
T001811,2025-07-08,Tuesday,10,S00186,468,82,by_phone,new_registration,R04826,small,0.0
T001812,2025-04-24,Thursday,18,S00186,468,82,by_card,external_card,,large,
T001813,2025-04-09,Wednesday,18,S00186,468,82,by_card,external_card,,small,
T001814,2025-04-15,Tuesday,20,S00186,468,82,by_card,external_card,,small,
T001815,2025-05-25,Sunday,18,S00186,468,82,by_card,external_card,,medium,
T001816,2025-06-06,Friday,13,S00186,468,82,by_phone,paynet_user,R00859,medium,
T001817,2025-08-13,Wednesday,20,S00186,468,82,by_card,external_card,,small,
T001818,2025-09-24,Wednesday,19,S00186,468,82,by_card,external_card,,small,
T001819,2025-07-28,Monday,23,S00186,468,82,by_phone,new_registration,R03970,small,0.0
T001820,2025-05-14,Wednesday,22,S00186,468,82,by_card,external_card,,small,
T001821,2025-06-05,Thursday,17,S00186,468,82,by_card,external_card,,large,
T001822,2025-04-08,Tuesday,20,S00186,468,82,by_card,new_registration,R04047,small,0.0
T001823,2025-04-29,Tuesday,8,S00186,468,82,by_card,paynet_user,R01607,medium,
T001824,2025-05-11,Sunday,12,S00186,468,82,by_card,external_card,,small,
T001825,2025-09-04,Thursday,17,S00186,468,82,by_card,external_card,,medium,
T001826,2025-07-09,Wednesday,11,S00186,468,82,by_card,external_card,,small,
T001827,2025-04-20,Sunday,20,S00186,468,82,by_card,external_card,,small,
T001828,2025-08-30,Saturday,9,S00186,468,82,by_card,paynet_user,R00246,small,
T001829,2025-07-13,Sunday,8,S00186,468,82,by_phone,new_registration,R03480,medium,0.0
T001830,2025-09-09,Tuesday,17,S00186,468,82,by_card,external_card,,large,
T001831,2025-09-29,Monday,18,S00186,468,82,by_card,external_card,,medium,
T001832,2025-04-28,Monday,21,S00186,468,82,by_card,external_card,,small,
T001833,2025-08-14,Thursday,16,S00186,468,82,by_card,external_card,,small,
T001834,2025-09-22,Monday,18,S00186,468,82,by_card,external_card,,medium,
T001835,2025-07-30,Wednesday,23,S00186,468,82,by_card,paynet_user,R00201,small,
T001836,2025-05-07,Wednesday,11,S00186,468,82,by_card,external_card,,small,
T001837,2025-08-13,Wednesday,11,S00186,468,82,by_card,external_card,,medium,
T001838,2025-09-29,Monday,18,S00186,468,82,by_card,paynet_user,R01577,medium,
T001839,2025-05-08,Thursday,11,S00186,468,82,by_card,external_card,,small,
T001840,2025-05-30,Friday,17,S00186,468,82,by_card,paynet_user,R00369,medium,
T001841,2025-07-06,Sunday,16,S00186,468,82,by_card,external_card,,small,
T001842,2025-05-06,Tuesday,11,S00187,599,97,by_card,external_card,,small,
T001843,2025-06-12,Thursday,11,S00187,599,97,by_phone,new_registration,R04453,small,0.0
T001844,2025-08-14,Thursday,17,S00187,599,97,by_qr,paynet_user,R00656,medium,
T001845,2025-08-09,Saturday,14,S00187,599,97,by_phone,new_registration,R03855,small,0.0
T001846,2025-06-23,Monday,15,S00187,599,97,by_card,paynet_user,R01482,small,
T001847,2025-08-11,Monday,18,S00187,599,97,by_card,external_card,,small,
T001848,2025-07-06,Sunday,22,S00187,599,97,by_phone,paynet_user,R01842,small,
T001849,2025-07-14,Monday,13,S00187,599,97,by_card,external_card,,small,
T001850,2025-05-19,Monday,21,S00187,599,97,by_card,external_card,,small,
T001851,2025-05-08,Thursday,7,S00187,599,97,by_card,external_card,,small,
T001852,2025-06-03,Tuesday,8,S00187,599,97,by_card,paynet_user,R00949,large,
T001853,2025-06-08,Sunday,21,S00187,599,97,by_phone,paynet_user,R00910,small,
T001854,2025-09-30,Tuesday,11,S00187,599,97,by_phone,new_registration,R02201,small,0.0
T001855,2025-05-06,Tuesday,10,S00187,599,97,by_card,external_card,,small,
T001856,2025-07-12,Saturday,14,S00187,599,97,by_card,external_card,,small,
T001857,2025-06-02,Monday,12,S00187,599,97,by_card,external_card,,small,
T001858,2025-04-25,Friday,15,S00187,599,97,by_card,new_registration,R04745,medium,0.0
T001859,2025-07-09,Wednesday,16,S00187,599,97,by_card,external_card,,medium,
T001860,2025-09-10,Wednesday,13,S00187,599,97,by_card,paynet_user,R01009,small,
T001861,2025-08-31,Sunday,16,S00187,599,97,by_card,paynet_user,R01755,medium,
T001862,2025-04-04,Friday,17,S00187,599,97,by_card,external_card,,medium,
T001863,2025-04-27,Sunday,16,S00187,599,97,by_card,external_card,,large,
T001864,2025-09-15,Monday,14,S00187,599,97,by_card,paynet_user,R00089,small,
T001865,2025-09-06,Saturday,21,S00187,599,97,by_card,external_card,,large,
T001866,2025-06-17,Tuesday,20,S00187,599,97,by_card,paynet_user,R01124,medium,
T001867,2025-05-16,Friday,23,S00187,599,97,by_card,external_card,,small,
T001868,2025-06-09,Monday,10,S00187,599,97,by_card,external_card,,small,
T001869,2025-07-20,Sunday,11,S00187,599,97,by_phone,paynet_user,R01868,medium,
T001870,2025-05-21,Wednesday,12,S00187,599,97,by_card,external_card,,small,
T001871,2025-06-30,Monday,10,S00187,599,97,by_phone,new_registration,R02432,small,0.0
T001872,2025-05-24,Saturday,18,S00187,599,97,by_card,paynet_user,R00026,medium,
T001873,2025-07-26,Saturday,10,S00187,599,97,by_card,paynet_user,R00279,small,
T001874,2025-09-17,Wednesday,21,S00187,599,97,by_card,external_card,,large,
T001875,2025-06-09,Monday,18,S00187,599,97,by_card,external_card,,small,
T001876,2025-06-17,Tuesday,19,S00187,599,97,by_card,paynet_user,R01028,small,
T001877,2025-08-29,Friday,21,S00187,599,97,by_card,paynet_user,R00300,medium,
T001878,2025-07-12,Saturday,17,S00187,599,97,by_card,external_card,,medium,
T001879,2025-05-28,Wednesday,7,S00188,2,2,by_card,paynet_user,R00956,medium,
T001880,2025-05-17,Saturday,16,S00188,2,2,by_card,external_card,,large,
T001881,2025-09-19,Friday,13,S00188,2,2,by_card,external_card,,medium,
T001882,2025-06-25,Wednesday,14,S00189,297,58,by_card,external_card,,small,
T001883,2025-08-05,Tuesday,18,S00189,297,58,by_card,external_card,,small,
T001884,2025-04-08,Tuesday,13,S00189,297,58,by_card,paynet_user,R00731,small,
T001885,2025-09-15,Monday,21,S00189,297,58,by_card,paynet_user,R00696,medium,
T001886,2025-08-31,Sunday,11,S00189,297,58,by_card,paynet_user,R00106,medium,
T001887,2025-09-16,Tuesday,10,S00189,297,58,by_card,external_card,,small,
T001888,2025-08-23,Saturday,12,S00189,297,58,by_card,paynet_user,R00302,small,
T001889,2025-05-14,Wednesday,9,S00189,297,58,by_qr,new_registration,R02296,small,0.0
T001890,2025-06-28,Saturday,19,S00189,297,58,by_phone,paynet_user,R01777,small,
T001891,2025-09-14,Sunday,14,S00189,297,58,by_card,external_card,,medium,
T001892,2025-05-09,Friday,18,S00189,297,58,by_card,external_card,,small,
T001893,2025-07-11,Friday,23,S00189,297,58,by_card,paynet_user,R01441,small,
T001894,2025-06-05,Thursday,11,S00189,297,58,by_card,external_card,,small,
T001895,2025-09-03,Wednesday,17,S00189,297,58,by_qr,paynet_user,R01447,large,
T001896,2025-06-30,Monday,16,S00189,297,58,by_card,paynet_user,R01606,small,
T001897,2025-06-22,Sunday,10,S00189,297,58,by_card,paynet_user,R01716,small,
T001898,2025-06-27,Friday,19,S00189,297,58,by_card,external_card,,medium,
T001899,2025-05-14,Wednesday,15,S00189,297,58,by_card,external_card,,small,
T001900,2025-05-30,Friday,11,S00189,297,58,by_card,paynet_user,R00829,small,
T001901,2025-05-09,Friday,19,S00189,297,58,by_card,external_card,,medium,
T001902,2025-07-03,Thursday,18,S00189,297,58,by_card,external_card,,medium,
T001903,2025-06-23,Monday,17,S00189,297,58,by_card,paynet_user,R01680,small,
T001904,2025-04-19,Saturday,20,S00189,297,58,by_card,external_card,,medium,
T001905,2025-04-24,Thursday,20,S00189,297,58,by_card,external_card,,small,
T001906,2025-07-17,Thursday,16,S00189,297,58,by_phone,new_registration,R04897,medium,1.0
T001907,2025-06-01,Sunday,14,S00189,297,58,by_card,external_card,,medium,
T001908,2025-04-20,Sunday,18,S00189,297,58,by_card,external_card,,medium,
T001909,2025-04-26,Saturday,17,S00189,297,58,by_card,paynet_user,R01406,medium,
T001910,2025-06-10,Tuesday,17,S00189,297,58,by_phone,new_registration,R04928,small,0.0
T001911,2025-07-19,Saturday,17,S00189,297,58,by_card,external_card,,medium,
T001912,2025-07-18,Friday,11,S00189,297,58,by_card,paynet_user,R01014,medium,
T001913,2025-04-17,Thursday,11,S00190,12,1,by_card,external_card,,small,
T001914,2025-04-22,Tuesday,8,S00190,12,1,by_card,external_card,,medium,
T001915,2025-06-12,Thursday,14,S00191,19,2,by_card,external_card,,small,
T001916,2025-09-01,Monday,17,S00191,19,2,by_card,external_card,,medium,
T001917,2025-09-16,Tuesday,15,S00191,19,2,by_card,external_card,,small,
T001918,2025-06-26,Thursday,7,S00191,19,2,by_card,external_card,,medium,
T001919,2025-08-14,Thursday,10,S00191,19,2,by_card,paynet_user,R01615,medium,
T001920,2025-04-05,Saturday,23,S00191,19,2,by_card,paynet_user,R01270,small,
T001921,2025-08-18,Monday,20,S00192,40,1,by_card,paynet_user,R00243,small,
T001922,2025-06-16,Monday,15,S00192,40,1,by_card,paynet_user,R00162,large,
T001923,2025-04-20,Sunday,13,S00193,136,6,by_card,new_registration,R03100,small,0.0
T001924,2025-07-19,Saturday,18,S00193,136,6,by_card,external_card,,small,
T001925,2025-08-18,Monday,16,S00194,140,18,by_card,external_card,,medium,
T001926,2025-05-21,Wednesday,22,S00194,140,18,by_card,new_registration,R02156,small,0.0
T001927,2025-05-28,Wednesday,7,S00194,140,18,by_card,external_card,,medium,
T001928,2025-06-23,Monday,18,S00194,140,18,by_card,external_card,,medium,
T001929,2025-07-09,Wednesday,10,S00194,140,18,by_card,external_card,,medium,
T001930,2025-05-31,Saturday,21,S00194,140,18,by_card,external_card,,small,
T001931,2025-04-20,Sunday,16,S00194,140,18,by_card,external_card,,small,
T001932,2025-08-25,Monday,16,S00194,140,18,by_card,paynet_user,R01928,small,
T001933,2025-05-21,Wednesday,17,S00194,140,18,by_phone,paynet_user,R00644,large,
T001934,2025-06-04,Wednesday,19,S00194,140,18,by_card,paynet_user,R01635,medium,
T001935,2025-08-11,Monday,18,S00195,312,71,by_phone,new_registration,R04587,small,1.0
T001936,2025-09-08,Monday,21,S00195,312,71,by_card,external_card,,medium,
T001937,2025-07-01,Tuesday,18,S00195,312,71,by_qr,new_registration,R02992,medium,0.0
T001938,2025-06-12,Thursday,15,S00195,312,71,by_card,paynet_user,R00674,small,
T001939,2025-06-05,Thursday,17,S00195,312,71,by_card,paynet_user,R01511,medium,
T001940,2025-09-01,Monday,12,S00195,312,71,by_card,external_card,,medium,
T001941,2025-09-29,Monday,17,S00195,312,71,by_card,external_card,,small,
T001942,2025-05-20,Tuesday,21,S00195,312,71,by_qr,new_registration,R04972,medium,0.0
T001943,2025-08-07,Thursday,20,S00195,312,71,by_card,new_registration,R02046,medium,1.0
T001944,2025-04-25,Friday,13,S00195,312,71,by_card,external_card,,medium,
T001945,2025-06-29,Sunday,21,S00195,312,71,by_card,paynet_user,R00712,medium,
T001946,2025-09-23,Tuesday,13,S00195,312,71,by_card,external_card,,small,
T001947,2025-08-08,Friday,8,S00195,312,71,by_card,external_card,,small,
T001948,2025-09-10,Wednesday,21,S00195,312,71,by_card,paynet_user,R01099,small,
T001949,2025-08-09,Saturday,13,S00195,312,71,by_card,external_card,,medium,
T001950,2025-09-20,Saturday,20,S00195,312,71,by_card,external_card,,medium,
T001951,2025-08-17,Sunday,10,S00195,312,71,by_card,paynet_user,R01155,small,
T001952,2025-08-26,Tuesday,12,S00195,312,71,by_card,external_card,,small,
T001953,2025-06-15,Sunday,12,S00195,312,71,by_card,external_card,,medium,
T001954,2025-08-31,Sunday,6,S00195,312,71,by_card,external_card,,small,
T001955,2025-07-27,Sunday,17,S00195,312,71,by_card,external_card,,large,
T001956,2025-06-13,Friday,20,S00195,312,71,by_card,external_card,,small,
T001957,2025-05-07,Wednesday,10,S00195,312,71,by_card,external_card,,large,
T001958,2025-05-03,Saturday,18,S00195,312,71,by_card,external_card,,small,
T001959,2025-06-02,Monday,16,S00195,312,71,by_card,external_card,,small,
T001960,2025-04-06,Sunday,19,S00195,312,71,by_card,external_card,,small,
T001961,2025-06-19,Thursday,15,S00195,312,71,by_card,paynet_user,R01616,medium,
T001962,2025-06-22,Sunday,10,S00195,312,71,by_card,external_card,,medium,
T001963,2025-04-21,Monday,12,S00195,312,71,by_card,external_card,,large,
T001964,2025-05-08,Thursday,9,S00195,312,71,by_phone,paynet_user,R00352,small,
T001965,2025-05-29,Thursday,22,S00195,312,71,by_card,paynet_user,R01024,medium,
T001966,2025-05-23,Friday,17,S00195,312,71,by_card,paynet_user,R01420,medium,
T001967,2025-05-04,Sunday,16,S00195,312,71,by_card,paynet_user,R00459,large,
T001968,2025-04-06,Sunday,9,S00195,312,71,by_qr,paynet_user,R00254,large,
T001969,2025-08-25,Monday,13,S00195,312,71,by_card,external_card,,small,
T001970,2025-04-20,Sunday,19,S00195,312,71,by_card,new_registration,R04912,small,0.0
T001971,2025-05-13,Tuesday,16,S00195,312,71,by_card,new_registration,R03450,medium,1.0
T001972,2025-05-27,Tuesday,9,S00195,312,71,by_card,external_card,,medium,
T001973,2025-07-20,Sunday,17,S00196,285,14,by_card,external_card,,medium,
T001974,2025-09-30,Tuesday,16,S00196,285,14,by_phone,paynet_user,R01113,large,
T001975,2025-08-07,Thursday,6,S00196,285,14,by_card,external_card,,small,
T001976,2025-06-01,Sunday,1,S00196,285,14,by_card,external_card,,small,
T001977,2025-05-27,Tuesday,20,S00196,285,14,by_card,external_card,,medium,
T001978,2025-05-30,Friday,20,S00196,285,14,by_card,external_card,,medium,
T001979,2025-09-13,Saturday,18,S00196,285,14,by_card,external_card,,medium,
T001980,2025-06-03,Tuesday,17,S00196,285,14,by_card,external_card,,medium,
T001981,2025-07-25,Friday,16,S00197,14,3,by_card,paynet_user,R00944,small,
T001982,2025-08-02,Saturday,21,S00198,586,37,by_card,paynet_user,R00554,medium,
T001983,2025-08-05,Tuesday,20,S00198,586,37,by_card,external_card,,small,
T001984,2025-05-25,Sunday,17,S00198,586,37,by_card,paynet_user,R00212,medium,
T001985,2025-04-17,Thursday,13,S00198,586,37,by_phone,paynet_user,R00210,large,
T001986,2025-06-15,Sunday,18,S00198,586,37,by_card,paynet_user,R01178,medium,
T001987,2025-05-08,Thursday,9,S00198,586,37,by_card,paynet_user,R00948,medium,
T001988,2025-04-27,Sunday,19,S00198,586,37,by_card,new_registration,R02522,small,0.0
T001989,2025-09-08,Monday,13,S00198,586,37,by_card,external_card,,medium,
T001990,2025-08-31,Sunday,18,S00198,586,37,by_card,external_card,,medium,
T001991,2025-09-13,Saturday,9,S00198,586,37,by_card,external_card,,small,
T001992,2025-09-05,Friday,18,S00198,586,37,by_card,external_card,,small,
T001993,2025-04-25,Friday,17,S00198,586,37,by_card,external_card,,medium,
T001994,2025-07-03,Thursday,13,S00198,586,37,by_card,external_card,,medium,
T001995,2025-04-20,Sunday,16,S00198,586,37,by_card,external_card,,large,
T001996,2025-09-03,Wednesday,10,S00198,586,37,by_card,external_card,,small,
T001997,2025-07-13,Sunday,12,S00198,586,37,by_card,paynet_user,R00183,small,
T001998,2025-04-05,Saturday,11,S00199,23,1,by_card,paynet_user,R01423,small,
T001999,2025-09-13,Saturday,13,S00199,23,1,by_card,paynet_user,R00115,small,
T002000,2025-08-30,Saturday,7,S00199,23,1,by_card,paynet_user,R00063,small,
T002001,2025-08-15,Friday,12,S00199,23,1,by_phone,new_registration,R03137,medium,0.0
T002002,2025-09-13,Saturday,22,S00199,23,1,by_card,external_card,,medium,
T002003,2025-04-10,Thursday,19,S00200,550,8,by_card,paynet_user,R00543,medium,
T002004,2025-09-04,Thursday,12,S00200,550,8,by_card,paynet_user,R01702,large,
T002005,2025-06-08,Sunday,10,S00200,550,8,by_card,paynet_user,R01342,medium,
T002006,2025-08-22,Friday,10,S00201,86,19,by_card,external_card,,medium,
T002007,2025-07-06,Sunday,1,S00201,86,19,by_card,external_card,,large,
T002008,2025-09-16,Tuesday,14,S00201,86,19,by_card,external_card,,medium,
T002009,2025-08-12,Tuesday,11,S00201,86,19,by_card,external_card,,medium,
T002010,2025-06-21,Saturday,14,S00201,86,19,by_card,external_card,,large,
T002011,2025-05-20,Tuesday,17,S00201,86,19,by_phone,paynet_user,R00859,small,
T002012,2025-07-16,Wednesday,20,S00201,86,19,by_card,external_card,,small,
T002013,2025-05-19,Monday,13,S00201,86,19,by_card,external_card,,medium,
T002014,2025-04-12,Saturday,14,S00201,86,19,by_card,external_card,,medium,
T002015,2025-08-07,Thursday,15,S00201,86,19,by_card,external_card,,medium,
T002016,2025-07-16,Wednesday,16,S00201,86,19,by_card,external_card,,small,
T002017,2025-04-19,Saturday,11,S00201,86,19,by_card,paynet_user,R01943,medium,
T002018,2025-07-06,Sunday,7,S00202,92,15,by_card,external_card,,large,
T002019,2025-07-13,Sunday,17,S00202,92,15,by_card,external_card,,medium,
